Código,Nome,Unidade,Quantidade,Total custo,Total venda,Valor lucro,%Lucro
5911,BLUSA CANELADA GOTAS,UN,2,"79,80","162,72","82,92","50,95%"
5912,BLUSA CANELADA BABADOS,UN,4,"139,60","261,41","121,81","46,59%"
5920,BLUSA VISCO ABALOADA DONT,UN,2,"89,80","169,48","79,68","47,01%"
5935,BLUSA CANELADA BABY BE,UN,2,"79,80","154,21","74,41","48,25%"
5958,BLAZER BASIC,UN,2,"199,80","399,60","199,80","50,00%"
5966,SHORT FRESH,UN,1,"74,90","149,84","74,94","50,01%"
5969,SHORT SAIA,UN,1,"74,90","149,85","74,95","50,01%"
5971,SHORT WINTER BOLSOS,UN,1,"52,90","109,90","57,00","51,86%"
5979,SAIA MOLETOM,UN,1,"59,90","90,00","30,10","33,44%"
5982,WIDE PARADISE,UN,2,"239,80","479,60","239,80","50,00%"
5990,COLARES FABIANO AMORIM,UN,7,"196,00","419,30","223,30","53,25%"
6001,JAQUETA SUEDE,UN,5,"552,05","1.159,00","606,95","52,36%"
06002,BLUSA DARK PRETO P,UN,2,"159,80","271,83","112,03","41,21%"
06003,REGATA RENDADA PRETO M,UN,1,"83,90","168,00","84,10","50,05%"
06004,CAMISA COM RENDA PRETO G,UN,1,"69,90","139,80","69,90","50,00%"
6005,MACAQUINHO LOOK,UN,1,"119,90","239,80","119,90","50,00%"
6008,SHORT VISUAL,UN,1,"64,90","138,00","73,10","52,97%"
6009,SHORT VISUAL,UN,1,"64,90","138,00","73,10","52,97%"
6010,SAIA VISUAL,UN,6,"389,40","822,00","432,60","52,62%"
06010,BLUSA LINHO CINZA E VERMELHA GOLA V,UN,3,"90,00","269,70","179,70","66,62%"
6011,BLUSA LINHO ROSA E PRETA GOLA ALTA,UN,2,"60,00","179,80","119,80","66,62%"
6012,SHORT VISUAL,UN,5,"324,50","662,40","337,90","51,01%"
6013,SAIA VISUAL,UN,3,"194,70","345,00","150,30","43,56%"
6015,SHORT VISUAL,UN,4,"259,60","573,00","313,40","54,69%"
6017,CALÇA VISUAL,UN,3,"224,70","486,00","261,30","53,76%"
6019,CALÇA VISUAL,UN,2,"159,80","324,00","164,20","50,67%"
6020,SHORT VISUAL,UN,2,"129,80","269,10","139,30","51,76%"
6021,CASAQUINHO,UN,2,"0,00","299,70","299,70","100,00%"
6023,CALÇA VISUAL,UN,2,"153,80","264,60","110,80","41,87%"
6025,SHORT,UN,1,"69,90","149,85","79,95","53,35%"
6032,BLUSA PLUS CANELADA GOTAS,UN,1,"49,90","99,90","50,00","50,05%"
6039,BLUSA BASICA,UN,2,"61,88","139,80","77,92","55,73%"
6045,SHORT,UN,2,"139,80","262,24","122,44","46,69%"
6046,COLETE JEANS,UN,1,"45,00","135,00","90,00","66,66%"
6048,SHORT,UN,1,"69,90","134,86","64,96","48,16%"
6050,SHORT,UN,1,"69,90","149,00","79,10","53,08%"
6052,BLUSA MANGA BASICA,UN,3,"114,51","239,70","125,19","52,22%"
6053,CROPPED ESTONADO CRISTAL,UN,1,"55,16","109,90","54,74","49,80%"
6055,CROPPED MALHA SMILE,UN,6,"239,40","509,40","270,00","53,00%"
6064,BOLSA CORAL,UN,1,"0,00","85,00","85,00","100,00%"
6065,CROPPED BOTOES CANELADO,UN,3,"143,70","314,80","171,10","54,35%"
6079,BLUSA,UN,1,"0,00","4,99","4,99","100,00%"
6098,COLETE JEANS AZUL,UN,1,"45,00","123,11","78,11","63,44%"
6099,CROPPED STYLE,UN,2,"69,80","154,90","85,10","54,93%"
6101,VESTIDO PRETO PELINHO,UN,1,"35,00","149,85","114,85","76,64%"
6102,BLUSA TERMICA,UN,2,"83,37","228,60","145,23","63,53%"
6108,BLUSA MC APLICAÇÃO NEW,UN,1,"64,51","79,90","15,39","19,26%"
6109,BLUSA BRANCA COM GUIPPIR C/ PEROLA,UN,1,"40,00","120,00","80,00","66,66%"
6110,TSHIRT CANELADA COM RENDA,UN,2,"20,00","58,30","38,30","65,69%"
6111,T-SHIRT CANELADA BOTÃO PRATA/DOURADO,UN,3,"36,00","108,00","72,00","66,66%"
6112,REGATA GUIPPIR VASADA,UN,2,"30,00","90,00","60,00","66,66%"
6113,SHORT MOLINHO,UN,3,"45,00","135,00","90,00","66,66%"
6114,SHORT SAIA RENDA,UN,1,"23,00","87,00","64,00","73,56%"
6115,MACAQUINHO ZIPER ESTAMPADO,UN,5,"100,00","314,85","214,85","68,23%"
6116,VESTIDO ESTAMPADO S/ REGULAGEM,UN,1,"20,00","59,85","39,85","66,58%"
6117,BLUSA CANELADA COLEIRA,UN,3,"60,00","189,00","129,00","68,25%"
6118,SHORTS ESTAMPADO,UN,3,"30,00","89,70","59,70","66,55%"
6119,BLUSA SOCIAL PRETA C/ BRANCO,UN,1,"20,00","63,00","43,00","68,25%"
6121,BLUSA CANELADA BOTOES,UN,1,"49,90","94,10","44,20","46,97%"
6125,CIGANINHA JEANS,UN,1,"35,00","99,90","64,90","64,96%"
6128,LEGGING,UN,2,"104,90","238,90","134,00","56,09%"
6131,CAMISETE JEANS BABADO,UN,1,"35,00","99,90","64,90","64,96%"
6141,MACAQUINHO,UN,2,"96,00","197,82","101,82","51,47%"
6144,REGATA JEANS,UN,2,"60,00","174,90","114,90","65,69%"
6148,BLUSA FLOR BABADO MANGA,UN,2,"40,00","108,00","68,00","62,96%"
6149,CALÇA,UN,1,"0,00","139,80","139,80","100,00%"
6161,VESTIDO CURTO,UN,1,"78,96","149,91","70,95","47,32%"
6167,BLUSA FRANZIDO MANGA CANELADA,UN,1,"44,03","99,90","55,87","55,92%"
6187,BLUSA OMBRO,UN,2,"95,04","199,75","104,71","52,42%"
6190,VESTIDO T-SHIRT,UN,1,"53,04","119,90","66,86","55,76%"
6197,CROPPED BASICA CANELADA,UN,1,"33,07","69,90","36,83","52,68%"
6198,REGATA BASICA,UN,1,"35,62","79,90","44,28","55,41%"
6201,BLUSA RENDA BABADO,UN,1,"73,01","139,36","66,35","47,61%"
6203,CONJUNTO FLORAL,UN,1,"79,00","236,70","157,70","66,62%"
6208,BLUSA LAÇO SOCIAL AMARRAR GOLA,UN,1,"38,00","114,00","76,00","66,66%"
6217,BLUSA FRANZIDO MANGA CANELADO,UN,1,"54,91","109,90","54,99","50,03%"
6234,BLUSA,UN,1,"0,00","79,90","79,90","100,00%"
6237,BLUSA RENDA BABADO VISCOLINHO,UN,2,"106,41","224,90","118,49","52,68%"
6244,VESTIDO RIBANA,UN,1,"72,03","143,91","71,88","49,94%"
6272,CROPPED MOLETOM BRANCO STAR,UN,1,"35,00","105,00","70,00","66,66%"
6279,REGATA,UN,2,"69,80","130,00","60,20","46,30%"
6312,CROPPED RENDA VERMELHO COM ELASTANO,UN,1,"25,00","34,95","9,95","28,46%"
06321,VESTIDO,UN,2,"151,80","309,90","158,10","51,01%"
6324,REGATA VISCO,UN,3,"124,71","269,70","144,99","53,75%"
6329,REGATA ALÇA CADARÇO,UN,1,"38,17","99,90","61,73","61,79%"
6333,BLUSA RETILINEA,UN,1,"50,92","99,90","48,98","49,02%"
6349,PANTALONA ISTAMBUL,UN,1,"84,91","169,80","84,89","49,99%"
6376,REGATA ALÇA CADARÇO,UN,1,"48,37","92,91","44,54","47,93%"
6389,BOLSA,UN,1,"0,00","112,50","112,50","100,00%"
6394,CROPPED,UN,1,"33,07","75,90","42,83","56,42%"
6404,CALÇA WIDE LEG ALFAIATARIA,UN,1,"78,37","159,88","81,51","50,98%"
6417,JAQUETA G,UN,2,"0,00","289,75","289,75","100,00%"
6419,BLAZER,UN,1,"0,00","169,80","169,80","100,00%"
6441,BLUSA BASICA,UN,5,"203,60","349,70","146,10","41,77%"
6452,BLUSA CURTA,UN,2,"84,84","199,75","114,91","57,52%"
6463,CASACO BASICO VISCOLYCRA,UN,3,"142,56","313,83","171,27","54,57%"
6464,BLUSA MANGA VISCOLYCRA,UN,2,"0,00","119,80","119,80","100,00%"
6466,BLUSA PERROLAS MANGA VISCOLYCRA,UN,1,"53,47","109,90","56,43","51,34%"
6483,BLUSA TERMICA,UN,4,"0,00","267,69","267,69","100,00%"
6485,BLUSA,UN,1,"0,00","45,00","45,00","100,00%"
6487,MONTARIA SUPLEX,UN,5,"263,10","639,60","376,50","58,86%"
6506,JAQUETA PLUS PLUS,UN,1,"0,00","149,85","149,85","100,00%"
6530,SAIA,UN,3,"219,03","549,45","330,42","60,13%"
6535,BLUSA,UN,1,"0,00","99,90","99,90","100,00%"
6536,CAMISA ESCAMA COSTA,UN,1,"0,00","142,80","142,80","100,00%"
6538,MONTARIA SUPLEX,UN,1,"58,56","120,00","61,44","51,20%"
6541,T-SHIRT G1,UN,1,"42,42","99,90","57,48","57,53%"
6567,BLUSA,UN,1,"0,00","49,90","49,90","100,00%"
6570,BLUSA,UN,1,"49,90","107,40","57,50","53,53%"
6576,BLUSA ABERTURA MANGA,UN,1,"0,00","99,90","99,90","100,00%"
6583,BLUSA,UN,2,"0,00","179,90","179,90","100,00%"
6608,CIGARRETE LINHO,UN,1,"0,00","199,80","199,80","100,00%"
6619,BLUSA,UN,1,"0,00","91,80","91,80","100,00%"
6635,COLETE JEANS RASGADO ESCURO,UN,2,"60,00","257,40","197,40","76,68%"
6636,BLUSA DECOTE FRANZIDO CANELADO,UN,1,"0,00","99,00","99,00","100,00%"
6653,REGATA,UN,2,"0,00","169,80","169,80","100,00%"
6657,BLUSA,UN,1,"0,00","99,90","99,90","100,00%"
6662,REGATA PRETA,UN,1,"0,00","69,90","69,90","100,00%"
6664,BLUSA,UN,1,"0,00","69,90","69,90","100,00%"
6665,REGATINHA,UN,1,"0,00","79,90","79,90","100,00%"
6692,BLUSA COLAR MISANGA,UN,1,"0,00","179,85","179,85","100,00%"
6701,COLETE JEANS COM BOLSO,UN,3,"105,00","405,00","300,00","74,07%"
6712,SHORT EM RELEVO CINTO,UN,1,"0,00","161,31","161,31","100,00%"
6729,DHORT ESTAMPADO,UN,1,"0,00","139,42","139,42","100,00%"
6751,BLUSA,UN,1,"0,00","99,90","99,90","100,00%"
6754,BLUSA COLAR MPK,UN,2,"89,90","304,85","214,95","70,51%"
6768,BLUSA COM FAIXA MPK,UN,2,"0,00","341,19","341,19","100,00%"
6770,BLUSA OMBRO,UN,1,"0,00","168,00","168,00","100,00%"
6778,BLUSA OMBRO CAIDO,UN,1,"0,00","179,80","179,80","100,00%"
6784,BLUSA BALONE,UN,1,"89,90","107,89","17,99","16,67%"
6789,CORRENTE FABIANO,UN,2,"49,50","99,40","49,90","50,20%"
6791,BLUSA BANDO MPK,UN,1,"0,00","101,88","101,88","100,00%"
6801,BLUSA LINHA COM PAETE,UN,1,"45,00","128,25","83,25","64,91%"
6806,BLUSA PELO BICO,UN,2,"45,00","314,80","269,80","85,70%"
6821,BLUSA ARGOLA,UN,2,"89,90","249,71","159,81","63,99%"
6824,CALÇA,UN,2,"0,00","439,80","439,80","100,00%"
6825,BLUSA REGATA MPK,UN,2,"0,00","379,80","379,80","100,00%"
6829,BLUSA,UN,1,"0,00","109,88","109,88","100,00%"
6832,BLUSA URLA,UN,3,"254,73","539,55","284,82","52,78%"
6841,CASACO,UN,2,"0,00","419,70","419,70","100,00%"
6845,BLUSA MALHA MPK,UN,1,"74,90","69,89","-5,01","-7,16%"
6849,BLUSA CAVADA APLICADA MKP,UN,1,"0,00","101,88","101,88","100,00%"
6853,BLUSA DRAPEADA,UN,1,"0,00","168,00","168,00","100,00%"
06858,CALÇA CINTO VERMELHO,UN,1,"0,00","159,99","159,99","100,00%"
6860,CALÇA TERMICA,UN,2,"0,00","259,80","259,80","100,00%"
6861,BLUSA TOP ESTAMPADA,UN,1,"0,00","179,80","179,80","100,00%"
6862,BLUSA,UN,4,"150,21","489,49","339,28","69,31%"
6887,T-SHIRT PLUS,UN,2,"0,00","214,80","214,80","100,00%"
6888,BLUSA URLA,UN,1,"0,00","199,80","199,80","100,00%"
6889,CALÇA AVERZZY,UN,2,"94,26","369,60","275,34","74,49%"
06897,BLUSA MODAL,UN,1,"35,91","79,90","43,99","55,05%"
06898,BLUSA MODAL,UN,2,"79,80","159,80","80,00","50,06%"
6901,CALÇA MONTARIA TERMICA,UN,1,"0,00","159,90","159,90","100,00%"
6912,SHORT,UN,1,"64,90","123,12","58,22","47,28%"
6913,BLUSA TULE,UN,1,"79,95","60,09","-19,86","-33,05%"
06947,SHORT,UN,1,"55,90","119,85","63,95","53,35%"
6983,CASACO GICELA,UN,2,"49,80","106,10","56,30","53,06%"
06998,CALÇA,UN,13,"0,00","1.997,50","1.997,50","100,00%"
7004,CALÇA,UN,1,"84,40","169,50","85,10","50,20%"
7006,CALÇA,UN,3,"239,70","491,55","251,85","51,23%"
07009,BLUSA,UN,1,"39,90","79,90","40,00","50,06%"
7010,CALÇA,UN,1,"76,90","169,50","92,60","54,63%"
7014,CALÇA,UN,1,"79,90","169,50","89,60","52,86%"
7022,CALÇA,UN,1,"76,90","169,50","92,60","54,63%"
7023,SAIA,UN,4,"239,60","402,33","162,73","40,44%"
07027,CARDIGÃ KIMONO BEGE,UN,2,"139,80","299,70","159,90","53,35%"
7033,PARKA DE CINTO,UN,1,"0,00","321,81","321,81","100,00%"
7037,JARDINEIRA LISTRA COM BLUSA,UN,1,"40,00","120,00","80,00","66,66%"
7043,BLUSA,UN,3,"0,00","299,70","299,70","100,00%"
7045,CONJUNTO,UN,2,"0,00","496,31","496,31","100,00%"
7048,MINI SAIA,UN,3,"142,83","337,70","194,87","57,70%"
7049,MINI SAIA,UN,2,"104,22","226,28","122,06","53,94%"
07049,CALCA EMPORIO,UN,1,"0,00","159,00","159,00","100,00%"
07050,BLUSA LÃ PELO BEGE,UN,1,"69,90","149,85","79,95","53,35%"
7056,CASACO NAPA,UN,1,"79,90","148,35","68,45","46,14%"
7058,BLAZER XADREZ,UN,3,"269,70","554,00","284,30","51,31%"
7066,BLUSA,UN,7,"703,74","1.386,37","682,63","49,23%"
07066,BLUSA,UN,1,"0,00","100,00","100,00","100,00%"
7067,REGATA,UN,1,"0,00","84,90","84,90","100,00%"
7068,REGATA,UN,3,"0,00","337,69","337,69","100,00%"
7069,BERMUDA,UN,5,"0,00","729,30","729,30","100,00%"
7075,COLETE PELO,UN,2,"119,80","218,79","98,99","45,24%"
7077,REGATAS,UN,2,"136,80","249,75","112,95","45,22%"
7082,CASACO,UN,2,"0,00","679,60","679,60","100,00%"
7088,VESTIDO JEANS CIGANINHA,UN,1,"45,00","128,25","83,25","64,91%"
7091,BLUSA C/ MANGA CURTA DE RENDA,UN,3,"0,00","84,80","84,80","100,00%"
7098,CONJUNTO POLLY,UN,1,"59,90","120,98","61,08","50,48%"
7110,CONJUNTO,UN,1,"59,90","121,99","62,09","50,89%"
7111,CONJUNTO AZUL,UN,1,"69,90","149,85","79,95","53,35%"
7130,T SHIRT AMOR PEDRARIAS,UN,1,"44,90","67,35","22,45","33,33%"
7134,CONJUNTO,UN,1,"59,90","128,70","68,80","53,45%"
7138,VESTIDO JEANS MANGA LONGA,UN,1,"45,00","128,25","83,25","64,91%"
7143,T SHIRT COM FLORES E PEDRARIAS,UN,2,"99,80","299,70","199,90","66,70%"
07161,CALCA COLORIDA,UN,7,"0,00","805,00","805,00","100,00%"
07162,VESTIDO BANDAGEM E ESTAMPA,UN,3,"0,00","450,00","450,00","100,00%"
7177,BLUSA,UN,2,"0,00","319,80","319,80","100,00%"
7187,CALÇA,UN,1,"0,00","179,90","179,90","100,00%"
7202,BLUSA,UN,2,"0,00","359,70","359,70","100,00%"
07237,CALCA EMPORIO,UN,1,"0,00","130,00","130,00","100,00%"
7273,BLUSA MOLETINHO PRETA COM TÊNIS FRENTE,UN,1,"35,00","105,00","70,00","66,66%"
7280,MOLETOM SALMÃO CORAÇÃO BRILHO,UN,1,"30,00","99,00","69,00","69,69%"
07280,VT TQC BANDAGEM COM STRASS,UN,1,"0,00","169,00","169,00","100,00%"
7284,CAMISA JEANS,UN,1,"61,15","129,90","68,75","52,92%"
7299,BLUSA,UN,1,"62,41","139,90","77,49","55,38%"
7332,BLUSA COM RENDA E ESTAMPA,UN,2,"0,00","230,00","230,00","100,00%"
7336,BOLSA PRETA LATERAL,UN,2,"30,00","119,80","89,80","74,95%"
7338,BOLSA SACO JEANS,UN,1,"40,00","105,00","65,00","61,90%"
7339,BOLSA JEANS PEQUENA,UN,1,"35,00","105,00","70,00","66,66%"
7346,BLUSA COLORIDA FURADINHA,UN,1,"20,00","60,00","40,00","66,66%"
7362,BLUSA,UN,1,"29,90","59,90","30,00","50,08%"
7363,T-SHIRT,UN,25,"497,50","1.459,93","962,43","65,92%"
07392,BLUSA LÃ,UN,1,"71,91","149,85","77,94","52,01%"
07401,BASICA COM CACHICOL,UN,4,"0,00","418,00","418,00","100,00%"
07478,BLUSAA FRENTE VELUDO,UN,1,"39,90","87,00","47,10","54,13%"
7490,CAMISA SEGREDO DE MARIA,UN,9,"672,57","1.220,01","547,44","44,87%"
7555,BLUSA CAVEIRA,UN,1,"0,00","69,00","69,00","100,00%"
7586,CALÇA WIDE LEG,UN,5,"349,50","574,37","224,87","39,15%"
7594,BLUSA FLAVIA,UN,1,"44,90","85,40","40,50","47,42%"
7602,TOP,UN,1,"19,90","39,90","20,00","50,12%"
7606,CROPPED BOTÃO PRETO C/ FAIXA NA FRENTE,UN,1,"59,00","142,36","83,36","58,55%"
07607,CALÇA SOCIAL,UN,2,"0,00","248,05","248,05","100,00%"
7610,REGATA,UN,7,"209,30","415,30","206,00","49,60%"
7617,BLUSA MALHA LISTRA,UN,1,"0,00","69,00","69,00","100,00%"
7628,MACAQUINHO,UN,1,"49,90","99,90","50,00","50,05%"
7632,BLUSA,UN,56,"1.245,65","3.273,13","2.027,48","61,94%"
7643,BLUSA JESSICA,UN,5,"149,50","283,52","134,02","47,27%"
7663,BLUSA ALESSANDRA,UN,3,"149,70","293,15","143,45","48,93%"
7668,CROPPED,UN,2,"59,80","116,50","56,70","48,66%"
7672,BLUSA ONDA TURIM,UN,2,"59,80","139,70","79,90","57,19%"
7674,CROPPED DASKIM,UN,1,"19,90","49,90","30,00","60,12%"
7675,BLUSA VISCO,UN,1,"0,00","119,70","119,70","100,00%"
7676,CALÇA WIDE LEG,UN,7,"489,30","804,06","314,76","39,14%"
07701,BLUSA C/ CHIFFON,UN,1,"0,00","159,00","159,00","100,00%"
7722,REGATA COM BOTÕES FRENTE ROSA LISTRAS ETNICAS,UN,1,"25,00","37,50","12,50","33,33%"
007745,BLUSA VISCO M/L C/BOLCINHO,UN,3,"0,00","267,30","267,30","100,00%"
007748,CAMISA CHIFFON,UN,2,"0,00","338,70","338,70","100,00%"
7763,BLUSA BARRA RENDA,UN,2,"105,80","182,58","76,78","42,05%"
7778,BLUSA,UN,1,"0,00","63,00","63,00","100,00%"
7780,SHORTS JULINHA,UN,4,"159,60","339,60","180,00","53,00%"
7781,BLUSA,UN,1,"29,90","56,90","27,00","47,45%"
007785,CAMISA CREPE C/ BOTAO NA GOLA,UN,1,"0,00","134,01","134,01","100,00%"
7785,BLUSA COSTA,UN,1,"48,90","0,11","-48,79","-44354,55%"
007790,CAMISA CHIFON ESTAMPADA,UN,1,"0,00","144,00","144,00","100,00%"
007792,BLUSA VISCO MG VAZADA,UN,1,"0,00","101,74","101,74","100,00%"
7796,BLUSA CANELADA,UN,1,"29,90","59,90","30,00","50,08%"
7798,CONJUNTO,UN,1,"89,90","179,85","89,95","50,01%"
7801,BLUSA ANGELINA,UN,2,"59,80","114,90","55,10","47,95%"
7805,CROPPED,UN,2,"59,80","110,22","50,42","45,74%"
7815,TOP LAÇO,UN,3,"89,70","176,11","86,41","49,06%"
007818,BLUSA VISCO C/ CINTO,UN,1,"0,00","119,70","119,70","100,00%"
7822,CROPPED VERDE,UN,1,"24,90","47,40","22,50","47,46%"
007832,BLUSA VISCO LISTRADO,UN,1,"0,00","114,00","114,00","100,00%"
7843,CROPPED,UN,1,"0,00","65,71","65,71","100,00%"
7854,BLUSA LEXA,UN,1,"29,90","59,90","30,00","50,08%"
007860,BLUSA VISCO BOL,UN,1,"0,00","88,80","88,80","100,00%"
7862,BLUSA ESTAMPADA NY,UN,1,"49,50","96,00","46,50","48,43%"
7885,BLUSA DEISE VERÃO,UN,4,"67,60","142,02","74,42","52,40%"
7887,REGATA,UN,1,"79,90","159,90","80,00","50,03%"
7895,BLUSA PEDRARIA OMBRO,UN,1,"25,00","75,00","50,00","66,66%"
007896,CALÇA JACGUARD C/ BOLSO,UN,1,"0,00","82,50","82,50","100,00%"
7901,BLUSA OMBRO CAIDO,UN,2,"0,00","168,00","168,00","100,00%"
7911,CONJUNTO HIRUS TURIM,UN,1,"69,90","149,85","79,95","53,35%"
7914,BLUSA KELIM,UN,2,"49,80","139,80","90,00","64,37%"
7918,BLUSA REBECA,UN,5,"124,50","404,60","280,10","69,22%"
7920,CROPPED BLUSA KAMILE,UN,5,"159,95","305,87","145,92","47,70%"
7921,BLUSA LALLIE,UN,2,"69,80","118,84","49,04","41,26%"
7926,REGATA COM TAXA,UN,1,"0,00","52,90","52,90","100,00%"
7928,CONJUNTO ESTELA,UN,1,"79,90","159,90","80,00","50,03%"
7932,BLUSA REGATA,UN,1,"0,00","63,00","63,00","100,00%"
7939,CROPPED JESSICA,UN,5,"99,50","287,65","188,15","65,40%"
7943,CONJUNTO,UN,1,"109,90","219,80","109,90","50,00%"
7953,SHORTS JULINHA TURIM,UN,1,"42,69","93,91","51,22","54,54%"
007960,BLUSA BOLSO CORRENTE,UN,1,"0,00","51,00","51,00","100,00%"
7961,CALÇA MOLECOTTON,UN,1,"49,90","109,90","60,00","54,59%"
7966,CONJUNTO JESS,UN,1,"99,90","199,80","99,90","50,00%"
007966,BLUSA VISCO ESTAMPADA,UN,1,"0,00","49,90","49,90","100,00%"
7967,CALÇA ESTELA,UN,1,"64,09","129,90","65,81","50,66%"
7970,CONJUNTO KLARI,UN,1,"106,89","192,42","85,53","44,44%"
7973,BLUSA OMBRO CAIDO,UN,2,"0,00","168,00","168,00","100,00%"
7977,CROPPED,UN,3,"89,70","201,32","111,62","55,44%"
7984,BLAZER MOLETINHO,UN,1,"64,09","120,00","55,91","46,59%"
7987,CONJUNTO GILDA,UN,1,"99,90","23,99","-75,91","-316,42%"
7988,LEGGING PELUCIADA,UN,3,"128,40","282,55","154,15","54,55%"
7995,CALÇA PELUCIADA,UN,1,"0,00","99,90","99,90","100,00%"
007996,BLUSA MORCEGO C/ COLAR,UN,1,"0,00","108,50","108,50","100,00%"
007997,BLUSA FIO,UN,1,"0,00","149,21","149,21","100,00%"
8000,CALÇA SOCIAL,UN,1,"0,00","99,89","99,89","100,00%"
08003,REGATA RENDA SUBLIMADA VERDE M,UN,1,"59,90","123,00","63,10","51,30%"
8003,CALÇA WIDE TURIM,UN,4,"227,98","543,63","315,65","58,06%"
8006,BOLSA PRETA,UN,2,"50,00","149,70","99,70","66,59%"
8007,BOLSA BEGE CORAÇÃO,UN,1,"50,00","149,85","99,85","66,63%"
8008,BOLSA PRETA,UN,1,"60,00","169,80","109,80","64,66%"
8010,BLAZER TURIM,UN,4,"251,60","545,40","293,80","53,86%"
8014,CALÇA,UN,3,"239,70","496,41","256,71","51,71%"
8015,CONJUNTO,UN,1,"99,90","199,80","99,90","50,00%"
8016,SHORT,UN,1,"74,90","143,99","69,09","47,98%"
8017,SHORT BENGALINE PLUS SIZE,UN,4,"256,70","568,02","311,32","54,80%"
8018,BERMUDINHA JEANS,UN,3,"209,70","449,55","239,85","53,35%"
8019,CARDIGAN ANDRESSA,UN,1,"39,90","89,90","50,00","55,61%"
8020,CAMISA JEANS,UN,1,"74,90","161,10","86,20","53,50%"
8021,REGATA JEANS,UN,3,"209,70","449,55","239,85","53,35%"
8022,SHORT,UN,5,"319,50","609,21","289,71","47,55%"
8023,SHORT,UN,3,"179,70","372,85","193,15","51,80%"
8027,CAMISETE FEM,UN,2,"117,80","204,00","86,20","42,25%"
8030,CARDIGAN MIRIAM,UN,2,"149,80","299,70","149,90","50,01%"
8031,CALÇA PROMO,UN,1,"0,00","59,90","59,90","100,00%"
8035,CALÇA TURIM,UN,1,"57,90","117,91","60,01","50,89%"
8036,BLUSA JESSICA,UN,4,"119,60","275,98","156,38","56,66%"
8043,BOLSA BEGE MEDIA MÃO,UN,1,"45,00","135,00","90,00","66,66%"
8051,REGATA JEANS,UN,1,"64,90","125,55","60,65","48,30%"
8056,BLUSA,UN,1,"0,00","99,90","99,90","100,00%"
8057,SHORT 42,UN,2,"139,80","284,71","144,91","50,89%"
8059,CALÇA CIGARRETE 40,UN,3,"257,70","497,51","239,81","48,20%"
8060,COLETE JEANS,UN,4,"275,60","589,55","313,95","53,25%"
8063,BLUSA,UN,3,"191,70","170,41","-21,29","-12,49%"
8068,BLUSA LÃ,UN,2,"159,80","319,80","160,00","50,03%"
8070,COLETE JEANS,UN,1,"66,90","144,00","77,10","53,54%"
8071,CALÇA CIRRIE,UN,3,"174,70","360,80","186,10","51,57%"
8074,CALÇA,UN,1,"0,00","120,00","120,00","100,00%"
8076,CALÇA CIGARRETE 38,UN,1,"79,90","171,75","91,85","53,47%"
8077,JAQUETA JEANS,UN,4,"268,95","534,90","265,95","49,71%"
8083,VESTIDO ML,UN,2,"145,80","227,51","81,71","35,91%"
8086,MACACÃO JEANS,UN,3,"278,70","589,49","310,79","52,72%"
8088,BLUSAREBECA PELUCIADA,UN,1,"24,90","69,90","45,00","64,37%"
8092,CALÇA VALEM TURIM,UN,1,"49,90","129,90","80,00","61,58%"
8095,JARDINEIRA,UN,2,"189,80","385,61","195,81","50,77%"
8097,VESTIDOS BOTOES,UN,1,"76,90","169,50","92,60","54,63%"
8098,BLUSA DEOLA,UN,2,"39,80","99,80","60,00","60,12%"
8101,BOLSA,UN,1,"55,00","122,10","67,10","54,95%"
8118,JAQUETA JEANS,UN,4,"331,60","687,08","355,48","51,73%"
8122,JAQUETA AURORA,UN,3,"149,70","449,55","299,85","66,70%"
8131,CONJUNTO ADELIA,UN,2,"179,80","399,60","219,80","55,00%"
8134,BLUSA SOCIAL FLORAL M,UN,1,"40,00","120,00","80,00","66,66%"
08139,REGATA CETIN,UN,1,"0,00","96,66","96,66","100,00%"
8141,BLUSA ELENITA,UN,4,"53,28","413,50","360,22","87,11%"
8142,CAMISA JEANS COM ELASTANO,UN,2,"131,22","289,85","158,63","54,72%"
08148,REGATA ALÇA LISA,UN,1,"26,91","49,90","22,99","46,07%"
8153,JAQUETA JEANS,UN,3,"256,23","539,55","283,32","52,51%"
8155,MACACÃO CURTO,UN,2,"161,82","359,65","197,83","55,00%"
8159,JAQUETA JEANS,UN,3,"329,70","659,66","329,96","50,01%"
8160,JAQUETA JEANS,UN,4,"431,60","862,01","430,41","49,93%"
8161,CAMISETE JEANS,UN,3,"233,70","459,18","225,48","49,10%"
8162,CAMISETE,UN,3,"233,70","455,72","222,02","48,71%"
8168,SAIA LONGA,UN,1,"0,00","159,90","159,90","100,00%"
8177,JAQUETA,UN,4,"499,60","1.023,61","524,01","51,19%"
8178,BLUSA JUKA VISCO,UN,1,"26,64","59,90","33,26","55,52%"
8180,BLUSA DEISE VERÃO,UN,34,"793,08","1.726,29","933,21","54,05%"
08180,REGATA,UN,1,"0,00","115,83","115,83","100,00%"
8183,BLUSA KEILA,UN,3,"79,92","179,70","99,78","55,52%"
8185,CONJUNTO IRIS,UN,5,"618,50","1.204,72","586,22","48,66%"
8189,JAQUETA FEMININA,UN,3,"404,70","899,40","494,70","55,00%"
8191,JAQUETA CURTA,UN,7,"909,30","1.878,60","969,30","51,59%"
8194,BLUSA ROSINHA,UN,2,"53,28","108,10","54,82","50,71%"
8196,REGATA JULIANE,UN,5,"133,20","296,50","163,30","55,07%"
