Código,Nome,Unidade,Quantidade,Total custo,Total venda,Valor lucro,%Lucro
DZ2634,CALÇA SKINNY MEDIA,UN,2,"199,80","399,60","199,80","50,00%"
DZ2635,CALÇA MEDIA,UN,1,"109,90","219,79","109,89","49,99%"
DZ2639,CALÇA JEANS MEDIA CASUAL,UN,1,"85,90","172,20","86,30","50,11%"
DZ2650,CALÇA CIGARRETE,UN,1,"104,90","199,00","94,10","47,28%"
DZ2655,CALÇA SKINNY MEDIA,UN,1,"111,90","223,80","111,90","50,00%"
DZ2656,CALÇA SKINNY MEDIA CASUAL,UN,2,"219,80","439,80","220,00","50,02%"
DZ2667,CALÇA JEANS MEDIA,UN,1,"99,90","199,80","99,90","50,00%"
DZ2671,CALÇA SKINNY MÉDIA CIGARRETE,UN,3,"299,70","599,40","299,70","50,00%"
DZ2672,CALÇA MEDIA CASUAL,UN,1,"109,90","222,00","112,10","50,49%"
DZ2673,CALÇA SKINNY MEDIA,UN,3,"290,70","581,40","290,70","50,00%"
DZ2676,CALÇA MEDIA CASUAL,UN,3,"338,70","677,70","339,00","50,02%"
DZ2679,CALÇA SKINNY MEDIA CASUAL,UN,1,"97,90","55,80","-42,10","-75,44%"
DZ2693,CALÇA,UN,36,"3.277,40","6.482,49","3205,09","49,44%"
DZ2694,CALÇA SKINNY MEDIA CASUAL,UN,7,"654,30","1.294,53","640,23","49,45%"
DZ2695,CALÇA HOT,UN,3,"259,70","525,45","265,75","50,57%"
DZ2696,CALÇA FLARE,UN,4,"383,60","767,40","383,80","50,01%"
DZ2698,CALÇA MEDIA CIGARRETE,UN,2,"199,80","399,60","199,80","50,00%"
DZ2708,CALÇA FEM. BOOT CUT,UN,1,"104,90","210,00","105,10","50,04%"
DZ2713,CALÇA JEANS CIGARRETE CASUAL,UN,1,"99,90","199,80","99,90","50,00%"
DZ2716,CALÇA MEDIA CIGARRETE FASHION,UN,3,"269,70","379,96","110,26","29,01%"
DZ2726,CALÇA SKINNY CROPPED,UN,1,"99,90","199,80","99,90","50,00%"
DZ2736,CALÇA SKINNY,UN,1,"109,90","219,90","110,00","50,02%"
DZ2749,CALÇA SKINNY MEDIA,UN,3,"284,70","585,00","300,30","51,33%"
DZ2750,CELÇA MEDIA SKINNY,UN,1,"104,90","209,85","104,95","50,01%"
DZ2751,CALÇA FEM SKINY MEDIA BASICO,UN,4,"419,60","839,70","420,10","50,02%"
DZ2754,CALÇA SKINNY,UN,2,"209,80","419,70","209,90","50,01%"
DZ2759,CALÇA FEM SKINNY CROPPED,UN,1,"105,90","211,80","105,90","50,00%"
DZ2763,CALÇA FEM SKINNY MEDIA CASUAL,UN,2,"185,80","374,85","189,05","50,43%"
DZ2766,CALÇA JEANS MEDIA BASICO,UN,3,"308,70","617,40","308,70","50,00%"
DZ2767,CALÇA SKINNY MÉDIA,UN,2,"219,80","430,41","210,61","48,93%"
DZ2770,CALÇA FEM SKINY MEDIA CIGARRETE CASUAL,UN,1,"99,90","199,95","100,05","50,03%"
DZ2776,CALÇA SKINNY MEDIA CASUAL,UN,3,"297,90","589,25","291,35","49,44%"
DZ2784,CALÇA SKINNY CROPPED,UN,1,"109,90","219,90","110,00","50,02%"
DZ2791,CALÇA SKINNY,UN,1,"104,90","209,85","104,95","50,01%"
DZ2795,CALÇA MEDIA SKINNY CIGARRETE CASUAL,UN,1,"109,90","219,90","110,00","50,02%"
DZ2798,CALÇA SKINNY CIGARRETE,UN,3,"329,70","648,70","319,00","49,17%"
DZ2812,CALÇA FEM SKINNY CROPPED,UN,2,"199,80","319,64","119,84","37,49%"
DZ2813,CALÇA CROPPED,UN,2,"209,80","419,60","209,80","50,00%"
DZ2816,CALÇA HOT,UN,1,"99,90","189,81","89,91","47,36%"
DZ2817,CALÇA MEDIA SKINNY,UN,3,"314,70","629,55","314,85","50,01%"
DZ2818,CALCA CIGARRETE,UN,1,"109,90","208,90","99,00","47,39%"
DZ2826,CALÇA MEDIA,UN,1,"89,90","179,85","89,95","50,01%"
DZ2843,CALÇA SKINNY HOT PANTS,UN,1,"99,90","199,80","99,90","50,00%"
DZ2853,CALÇA SKINNY MEDIA CASUAL,UN,1,"99,90","199,80","99,90","50,00%"
DZ2860,CALÇA JEANS,UN,1,"109,90","219,90","110,00","50,02%"
DZ2874,CALÇA MEDIA SKINNY,UN,2,"199,80","399,60","199,80","50,00%"
DZ2876,CALÇA SKYNNY CIGARRETE,UN,5,"599,50","1.188,84","589,34","49,57%"
DZ2878,CALÇA SKINNY,UN,2,"39,80","439,80","400,00","90,95%"
DZ2883,CALÇA FEM SKINNY,UN,3,"299,70","599,40","299,70","50,00%"
DZ2902,CALÇA SKINNY,UN,1,"109,90","219,90","110,00","50,02%"
DZ2904,CALÇA SKINNY MEDIA,UN,2,"199,80","399,60","199,80","50,00%"
DZ2906,CALÇA SKINNY CIGARRETE,UN,1,"109,90","219,90","110,00","50,02%"
DZ2915,CALÇA BOOT,UN,1,"112,90","225,90","113,00","50,02%"
DZ2921,CALÇA FEM SKINNY,UN,2,"229,80","454,45","224,65","49,43%"
DZ2924,CALÇA SKINNY MEDIA CIGARRETE FASHION,UN,1,"99,90","199,80","99,90","50,00%"
DZ2930,CALÇA SKINNY MEDIA CASUAL,UN,1,"109,90","219,90","110,00","50,02%"
DZ2932,CALÇA DENIM CAROL,UN,1,"109,50","219,00","109,50","50,00%"
DZ2945,CALÇA SKINNY MEDIA CIGARRETE CASUAL,UN,1,"99,90","199,80","99,90","50,00%"
DZ2958,CALÇA FEMIN SKINNY,UN,3,"299,70","599,40","299,70","50,00%"
DZ2959,CALÇA SKINNY MEDIA BASICA,UN,3,"269,70","578,63","308,93","53,38%"
DZ2965,CALÇA SKINNY MEDIA CASUAL,UN,3,"329,70","549,75","220,05","40,02%"
DZ2966,CALÇA SKINNY MEDIA CASUAL,UN,1,"99,90","199,80","99,90","50,00%"
DZ2974,CALÇA SKINNY CIGARRETE CASUAL,UN,1,"114,90","258,02","143,12","55,46%"
DZ2976,CALÇA CIGARRETE SKINNY,UN,1,"109,90","219,90","110,00","50,02%"
DZ2987,CALÇA FEM MEDIA CIGARRETE FASHION,UN,1,"109,90","219,90","110,00","50,02%"
DZ2993,CALÇA JEANS,UN,2,"239,80","469,65","229,85","48,94%"
DZ2994,CALÇA SKINNY MEDIA CASUAL,UN,1,"109,90","180,01","70,11","38,94%"
DZ2997,CALÇA MEDIA CASUAL,UN,1,"109,90","219,90","110,00","50,02%"
DZ3050,CALÇA SKINNY MEDIA CSUAL,UN,2,"199,80","349,91","150,11","42,89%"
DZ3072,CALÇA MEDIA CIGARRETE BASICO,UN,9,"809,10","1.658,70","849,60","51,22%"
DZ3074,CALÇA SKINNY HOT PANTS,UN,3,"237,30","501,55","264,25","52,68%"
DZ3085,CALÇA FEM FASHION MEDIA,UN,2,"229,80","367,68","137,88","37,50%"
DZ3088,CALÇA SKINNY FASHION,UN,1,"104,90","209,85","104,95","50,01%"
DZ3094,CALÇA CIGARRETE FASHION,UN,1,"109,90","219,90","110,00","50,02%"
DZ3097,CALÇA,UN,1,"109,90","219,90","110,00","50,02%"
DZ3123,CALÇA SKINNY MEDIA CASUAL,UN,2,"194,80","294,75","99,95","33,91%"
DZ3124,CALÇA SKINNY MEDIA CASUAL,UN,6,"569,40","1.139,40","570,00","50,02%"
DZ3125,CALÇA SKINNY MEDIA CIGARRETE,UN,5,"464,50","873,64","409,14","46,83%"
DZ3126,CALÇA CIGARRETE BRANCA,UN,4,"360,44","743,40","382,96","51,51%"
DZ3129,CALCA BOOT 32,UN,1,"109,90","219,90","110,00","50,02%"
DZ3133,CALÇA MEDIA,UN,5,"449,50","892,23","442,73","49,62%"
DZ3134,CALÇA FEM SKYNNY MEDIA BASIC,UN,3,"269,70","539,55","269,85","50,01%"
DZ3140,CALÇA CIGARRETE BASICO,UN,2,"179,80","359,70","179,90","50,01%"
DZ3148,CALÇA SKINNY FASHION,UN,3,"314,70","382,75","68,05","17,77%"
DZ3157,CALÇA SKINNY MEDIA FASHION,UN,2,"199,80","274,90","75,10","27,31%"
DZ3161,CALCA BOOT 38,UN,1,"109,90","175,90","66,00","37,52%"
DZ3163,CALÇA SKINNY MEDIA,UN,1,"99,90","199,80","99,90","50,00%"
DZ3164,CALÇA SKINNY MEDIA,UN,1,"99,90","199,80","99,90","50,00%"
DZ3173,CALÇA FLARE DENIM,UN,1,"114,90","229,80","114,90","50,00%"
DZ3189,CALÇA SKINNY MEDIA FASHION,UN,1,"104,90","209,85","104,95","50,01%"
DZ3193,CALÇA MEDIA,UN,1,"104,90","209,85","104,95","50,01%"
DZ3204,CALÇA,UN,1,"106,60","200,00","93,40","46,70%"
DZ3212,CALÇA SKINNY MEDIA,UN,4,"399,60","809,40","409,80","50,63%"
DZ3214,CALÇA,UN,1,"104,90","209,85","104,95","50,01%"
DZ3215,CALÇA,UN,1,"109,90","219,90","110,00","50,02%"
DZ3216,CALÇA,UN,2,"199,80","382,71","182,91","47,79%"
DZ3217,CALÇA CAROL,UN,1,"99,90","201,00","101,10","50,29%"
DZ3240,CALCA CROOPED,UN,1,"99,90","199,80","99,90","50,00%"
DZ3251,CALÇA SKINNY MEDIA,UN,1,"92,90","185,85","92,95","50,01%"
DZ3257,CALÇA HOT PANTS,UN,1,"114,90","229,80","114,90","50,00%"
DZ3282,CALÇA,UN,1,"109,90","219,90","110,00","50,02%"
DZ3284,CALÇA,UN,1,"109,90","219,90","110,00","50,02%"
DZ3286,CALÇA SKINNY,UN,3,"314,70","619,06","304,36","49,16%"
DZ3288,CALÇA BOOT,UN,2,"229,80","459,60","229,80","50,00%"
DZ3292,CALÇA SKINNY,UN,2,"209,80","419,70","209,90","50,01%"
DZ3294,CALÇA FLARE,UN,2,"219,80","429,90","210,10","48,87%"
DZ3304,CALÇA MEDIA CASUAL,UN,9,"827,73","1.603,46","775,73","48,37%"
DZ3310,CALÇA SKINNY MEDIA FASHION,UN,3,"329,70","564,90","235,20","41,63%"
DZ3315,CALÇA SKINNY MEDIA CIGARRETE,UN,3,"329,70","628,80","299,10","47,56%"
DZ3326,CALÇA MON,UN,1,"109,90","219,90","110,00","50,02%"
DZ3330,CALÇA SKINNY MEDIA FASHION,UN,1,"109,90","219,90","110,00","50,02%"
DZ3332,CALÇA MEDIA CIGARRETE,UN,1,"114,90","206,82","91,92","44,44%"
DZ3340,CALÇA SKINNY,UN,2,"199,80","399,60","199,80","50,00%"
DZ3344,CALÇA SKINNY,UN,3,"314,70","629,55","314,85","50,01%"
DZ3345,CALÇA MEDIA SKINNY,UN,1,"109,90","219,90","110,00","50,02%"
DZ3346,CALÇA SKINNY MEDIA,UN,2,"179,80","379,64","199,84","52,63%"
DZ3347,CALÇA MEDIA,UN,3,"274,70","539,74","265,04","49,10%"
DZ3348,CALÇA MEDIA CIGARRETE,UN,1,"104,90","188,87","83,97","44,45%"
DZ3351,CALÇA CROPPED MEDIA,UN,3,"329,70","659,70","330,00","50,02%"
DZ3352,CALÇA SKINNY CROPPED MEDIA FASHION,UN,4,"433,00","864,69","431,69","49,92%"
DZ3374,CALÇA MEDIA FASHION,UN,1,"109,90","109,95","0,05","0,04%"
DZ3378,CALÇA MEDIA CIGARRETE,UN,1,"104,90","209,85","104,95","50,01%"
DZ3389,CALÇA CAROL,UN,1,"109,00","219,00","110,00","50,22%"
DZ3391,CALÇA SKINNY HOT PANTS,UN,1,"114,90","229,80","114,90","50,00%"
DZ3392,CALÇA MEDIA CASUAL,UN,1,"109,90","219,90","110,00","50,02%"
DZ3398,CALÇA MEDIA CIGARRETE,UN,2,"209,80","419,39","209,59","49,97%"
DZ3414,CALÇA BOOT,UN,1,"114,90","229,81","114,91","50,00%"
DZ3424,CALÇA MEDIA FASHION,UN,1,"109,90","219,90","110,00","50,02%"
DZ3427,CALÇA MEDIA FASHION,UN,2,"219,80","439,80","220,00","50,02%"
DZ3431,CALÇA MEDIA,UN,1,"99,90","199,80","99,90","50,00%"
DZ3432,CALÇA SKINNY MEDIA FASHION,UN,1,"104,90","202,51","97,61","48,20%"
DZ3435,CALÇA MEDIA FASHION CIGARRETE,UN,2,"209,80","419,70","209,90","50,01%"
DZ3437,CALÇA MEDIA FASHION,UN,1,"99,90","199,80","99,90","50,00%"
DZ3439,CALÇA MEDIA CIGARRETE FASHION,UN,1,"104,90","209,85","104,95","50,01%"
DZ3451,CALÇA MEDIA,UN,4,"319,60","649,50","329,90","50,79%"
DZ3461,CALÇA MEDIA CASUAL,UN,3,"344,70","689,40","344,70","50,00%"
DZ3468,CALÇA,UN,1,"0,00","69,88","69,88","100,00%"
DZ3469,CALÇA JENAS MEDIA CASUAL,UN,3,"344,70","689,40","344,70","50,00%"
DZ3473,CALÇA PEDIDO,UN,3,"299,70","585,01","285,31","48,77%"
DZ3474,CALÇA MEDIA CIGARRETE FASHION,UN,1,"114,90","229,80","114,90","50,00%"
DZ3476,CALÇA SKINNY MEDIA CIGARRETE,UN,3,"329,70","648,70","319,00","49,17%"
DZ3477,CALÇA,UN,2,"96,90","259,60","162,70","62,67%"
DZ3487,CALÇA SKINNY MEDIA,UN,1,"99,90","199,80","99,90","50,00%"
DZ3497,CALÇA MEDIA FASHION,UN,2,"219,80","439,80","220,00","50,02%"
DZ3499,CALÇA SKINNY MEDIA CIGARRETE,UN,1,"104,90","209,85","104,95","50,01%"
DZ3502,CALÇA SKINNY,UN,2,"203,50","419,70","216,20","51,51%"
DZ3508,CALÇA SKINNY MEDIA CIGARRETE CINZA VINTAGE,UN,6,"599,40","1.138,90","539,50","47,37%"
DZ3533,CALÇA MEDIA CIGARRETE FASHION,UN,3,"344,70","669,50","324,80","48,51%"
DZ3553,CALÇA HOT,UN,1,"101,75","189,90","88,15","46,41%"
DZ3565,CALÇA CIGARRETE,UN,1,"109,90","122,99","13,09","10,64%"
DZ3568,CALÇA SKINNY MEDIA FASHION,UN,2,"219,80","439,80","220,00","50,02%"
DZ3585,CALÇA,UN,1,"96,90","190,01","93,11","49,00%"
DZ3588,CALÇA CIGARRETE,UN,1,"111,45","229,80","118,35","51,50%"
DZ3590,CALÇA FIT FASHION,UN,1,"114,90","229,80","114,90","50,00%"
DZ3596,CALÇA,UN,2,"232,60","479,40","246,80","51,48%"
DZ3598,CAÇA SKINNY,UN,1,"99,81","205,80","105,99","51,50%"
DZ3601,CALÇA CROPPED,UN,1,"111,45","229,80","118,35","51,50%"
DZ3611,CALÇA JOGGER,UN,1,"109,90","208,80","98,90","47,36%"
DZ3626,CALÇA,UN,1,"92,05","189,90","97,85","51,52%"
DZ3629,CALÇA,UN,1,"109,90","219,90","110,00","50,02%"
DZ3630,HOT PANTS CIGARRETE FASHION,UN,1,"126,00","259,80","133,80","51,50%"
DZ3633,CALÇA MEDIA CIGARRETE,UN,2,"209,80","439,80","230,00","52,29%"
DZ3643,CALÇA SKINNY,UN,1,"99,90","190,03","90,13","47,42%"
DZ3644,CALÇA MEDIA FASHION,UN,1,"99,90","199,80","99,90","50,00%"
DZ3649,CALÇA SKINNY,UN,3,"306,70","619,50","312,80","50,49%"
DZ3655,CALÇA HOT PANTS,UN,1,"109,90","208,90","99,00","47,39%"
DZ3660,CALÇA MOM ALTA FASHION,UN,2,"213,20","439,80","226,60","51,52%"
DZ3665,CALÇA,UN,1,"114,90","218,40","103,50","47,39%"
DZ3668,CALÇA,UN,1,"101,75","209,80","108,05","51,50%"
DZ3698,CALÇA DESTROYER,UN,1,"104,90","209,85","104,95","50,01%"
DZ3702,CALÇA,UN,6,"620,20","1.284,35","664,15","51,71%"
DZ3704,CALÇA,UN,14,"1.495,30","3.072,10","1576,80","51,32%"
DZ3705,CALÇA,UN,1,"82,35","169,80","87,45","51,50%"
DZ3714,CALÇA SKINNY,UN,6,"610,25","1.218,38","608,13","49,91%"
DZ3717,CALÇA,UN,2,"219,00","424,37","205,37","48,39%"
DZ3722,CALÇA DENIM,UN,2,"219,80","425,04","205,24","48,28%"
DZ3726,CALÇA DENIM,UN,1,"99,90","106,89","6,99","6,53%"
DZ3736,CALÇA HOT,UN,1,"135,70","239,98","104,28","43,45%"
DZ3737,CALÇA JOGGER,UN,1,"109,90","239,85","129,95","54,17%"
DZ3738,CIGARRETE FASHION,UN,1,"96,90","184,85","87,95","47,57%"
DZ3758,CALÇA,UN,1,"106,60","208,71","102,11","48,92%"
DZ3761,CALÇA,UN,1,"116,30","239,85","123,55","51,51%"
DZ3763,CALÇA,UN,3,"334,35","666,42","332,07","49,82%"
DZ3771,CALÇA,UN,1,"111,53","179,84","68,31","37,98%"
DZ3772,CALÇA,UN,1,"111,45","229,80","118,35","51,50%"
DZ3774,CALÇA SKYNNY,UN,1,"111,45","229,80","118,35","51,50%"
DZ3775,CALÇA,UN,1,"101,75","209,85","108,10","51,51%"
DZ3808,CALÇA,UN,4,"484,60","984,63","500,03","50,78%"
DZ3817,CALÇA MOM FIT,UN,1,"121,15","249,75","128,60","51,49%"
DZ3823,CALÇA,UN,8,"704,45","1.701,72","997,27","58,60%"
DZ3824,CALÇA,UN,1,"117,90","231,75","113,85","49,12%"
DZ3829,CALÇA,UN,1,"111,45","218,31","106,86","48,94%"
DZ3831,CALÇA,UN,2,"232,60","464,71","232,11","49,94%"
DZ3832,CALÇA SKINNY MEDIA,UN,1,"116,30","239,85","123,55","51,51%"
DZ3833,CALÇA SKINNY,UN,1,"101,75","209,85","108,10","51,51%"
DZ3848,CALÇA,UN,13,"1.191,10","2.584,47","1393,37","53,91%"
DZ3851,CALÇA SKINNY,UN,1,"134,90","269,00","134,10","49,85%"
DZ3861,CALÇA SKINNY MEDIA SUPER FASHION,UN,3,"319,80","659,70","339,90","51,52%"
DZ3863,CALÇA SKINNY MEDIA,UN,1,"101,75","209,75","108,00","51,48%"
DZ3874,CALÇA MOM,UN,1,"111,45","229,80","118,35","51,50%"
DZ3881,CALÇA,UN,1,"0,00","239,85","239,85","100,00%"
DZ3884,CALÇA DAD PANTS,UN,1,"124,90","249,00","124,10","49,83%"
DZ3886,CALÇA,UN,2,"213,20","426,32","213,12","49,99%"
DZ3889,CALÇA SKINNY MEDIA FASHION,UN,1,"106,60","219,90","113,30","51,52%"
DZ3894,CALÇA FEM CIGARRETE NEOCLASSICO,UN,2,"227,75","469,65","241,90","51,50%"
DZ3915,CALÇA HOT,UN,1,"111,45","229,80","118,35","51,50%"
DZ3925,CALÇA MOM FIT,UN,1,"111,45","229,80","118,35","51,50%"
DZ3937,CALÇA SKINNY,UN,1,"106,60","208,90","102,30","48,97%"
DZ3938,CALÇA CROPPED,UN,2,"216,50","428,49","211,99","49,47%"
DZ3954,CALÇA CROPPED,UN,3,"359,70","691,59","331,89","47,98%"
DZ3961,CALÇA HOT PANTS,UN,3,"344,70","664,81","320,11","48,15%"
DZ3966,CALÇA SKINNY,UN,1,"117,90","235,80","117,90","50,00%"
DZ3993,CALÇA MEDIA,UN,1,"135,70","2,70","-133,00","13,30%"
DZ4030,BERMUDA SLIM,UN,2,"139,80","279,60","139,80","50,00%"
DZ4056,BERMUDA FEM.,UN,1,"99,90","193,03","93,13","48,24%"
DZ4059,BERMUDA JEANS,UN,3,"299,70","594,00","294,30","49,54%"
DZ4064,BERMUDA SLIM,UN,2,"219,80","432,10","212,30","49,13%"
DZ6114,SHORT PIN UP CASUAL MOSTARDA 42,UN,1,"64,90","127,64","62,74","49,15%"
DZ6132,SHORT,UN,1,"72,90","156,00","83,10","53,26%"
DZ6148,SHORT,UN,2,"155,80","327,25","171,45","52,39%"
DZ6149,SHORT PIN UP,UN,3,"224,70","479,50","254,80","53,13%"
DZ6155,HOT FEM PIN UP,UN,2,"149,80","309,91","160,11","51,66%"
DZ6161,SHORT,UN,2,"159,80","336,00","176,20","52,44%"
DZ6167,SHORT PIN UP,UN,10,"649,00","1.363,20","714,20","52,39%"
DZ6174,SHORT SETENTINHA,UN,3,"209,70","446,55","236,85","53,03%"
DZ6203,SHORT SETENTINHA,UN,3,"209,70","357,60","147,90","41,35%"
DZ6206,SHORTS PIN UP CASUAL,UN,8,"505,20","987,70","482,50","48,85%"
DZ6231,SHORT FEM SETENTINHA,UN,2,"139,80","216,69","76,89","35,48%"
DZ6232,SHORTS FEM PIN UP CASUAL,UN,2,"128,00","259,80","131,80","50,73%"
DZ6236,SHORTS FEM PIN UP CASUAL,UN,1,"69,90","149,85","79,95","53,35%"
DZ6246,SHORT PUN UP FASHION,UN,5,"374,50","739,40","364,90","49,35%"
DZ6248,SHORT FEM SETENTINHA,UN,1,"69,90","139,80","69,90","50,00%"
DZ6256,SHORTS,UN,1,"74,90","40,01","-34,89","-87,20%"
DZ6274,SHORTS,UN,3,"209,70","209,91","0,21","0,10%"
DZ6316,SHORTS,UN,2,"149,80","283,65","133,85","47,18%"
DZ6319,SHORT SETENTINHA,UN,1,"72,65","149,81","77,16","51,50%"
DZ6337,SHORT,UN,2,"149,80","189,76","39,96","21,05%"
DZ6398,SHORTS SETENTINHA FASHION,UN,1,"74,90","149,85","74,95","50,01%"
DZ6428,SHORT SETENTINHA,UN,1,"68,77","139,80","71,03","50,80%"
DZ6444,SHORT SETENTINHA,UN,1,"82,35","169,80","87,45","51,50%"
DZ6460,SHORT SETENTINHA,UN,2,"145,30","299,70","154,40","51,51%"
DZ6464,SHORT,UN,3,"314,70","610,65","295,95","48,46%"
DZ6487,SHORT SETENTINHA,UN,1,"82,35","169,80","87,45","51,50%"
DZ6496,SHORT SETENTINHA,UN,1,"102,90","191,76","88,86","46,33%"
DZ6515,SHORT,UN,7,"542,50","1.110,60","568,10","51,15%"
DZ6551,SAIA SUPER,UN,1,"79,90","150,00","70,10","46,73%"
DZ6558,SHORT,UN,1,"82,35","169,80","87,45","51,50%"
DZ6569,SHORT SETENTINHA,UN,1,"104,90","199,36","94,46","47,38%"
DZ6570,SHORT,UN,1,"94,90","182,54","87,64","48,01%"
DZ6572,SHORT,UN,1,"99,90","192,06","92,16","47,98%"
DZ6576,SHORT SETENTINHA,UN,1,"109,90","219,80","109,90","50,00%"
DZ6578,SHORT SETENTINHA FIT,UN,1,"99,90","194,04","94,14","48,51%"
DZ6579,SHORT,UN,2,"199,80","399,60","199,80","50,00%"
DZ6580,SHORT FIT,UN,1,"109,90","219,00","109,10","49,81%"
DZ6581,SHORT SUPER FASHION,UN,2,"199,80","373,65","173,85","46,52%"
DZ6590,SHORT SETENTINHA,UN,4,"419,60","817,65","398,05","48,68%"
DZ6611,SHORT SETENTINHA,UN,2,"229,80","456,00","226,20","49,60%"
DZ6614,SHORT SETENTINHA,UN,3,"359,70","712,30","352,60","49,50%"
DZ6616,SHORTS,UN,3,"344,70","569,56","224,86","39,47%"
DZ6629,SHIORT SETENTINHA,UN,1,"114,90","228,00","113,10","49,60%"
DZ6630,SHORT,UN,4,"399,60","753,30","353,70","46,95%"
DZ7035,SAIA FLARE CASUAL,UN,3,"164,70","355,50","190,80","53,67%"
DZ7039,SAIA FEM FLARE,UN,1,"62,90","135,30","72,40","53,51%"
DZ7078,SAIA TUBINHO CASUAL,UN,2,"129,80","259,80","130,00","50,03%"
DZ7095,SAIA TUBINHO FASHION,UN,2,"149,80","292,19","142,39","48,73%"
DZ7097,SAIA FEM,UN,1,"79,90","159,90","80,00","50,03%"
DZ7102,SAIA TUBINHO FASHION VERDE MILITAR,UN,1,"69,90","125,21","55,31","44,17%"
DZ7107,SAIA REGULAR FASHION,UN,1,"79,90","159,90","80,00","50,03%"
DZ7112,SAIA TUBINHO FASHION,UN,1,"74,90","149,85","74,95","50,01%"
DZ7114,SAIA REGULAR FASHION,UN,2,"159,80","319,64","159,84","50,00%"
DZ7119,SAIA TUBINHO FASHON,UN,3,"224,70","436,06","211,36","48,47%"
DZ7120,SAIA FEM. TUBINHO FASHION,UN,1,"74,90","149,85","74,95","50,01%"
DZ7124,SAIA TUBINHO PRETA,UN,3,"209,70","319,59","109,89","34,38%"
DZ7129,SAIA TUBINHO,UN,2,"139,80","209,70","69,90","33,33%"
DZ7130,SAIA TUBINHO,UN,2,"149,80","299,70","149,90","50,01%"
DZ7139,SAIA CINTO PRETA,UN,2,"159,80","315,90","156,10","49,41%"
DZ7147,SAIA TUBINHO FASHION,UN,3,"254,70","509,40","254,70","50,00%"
DZ7154,SAIA TUBINHO,UN,2,"139,80","265,70","125,90","47,38%"
DZ7156,SAIA DENIM,UN,1,"79,90","159,88","79,98","50,02%"
DZ7170,SAIA FEM.,UN,3,"254,70","500,91","246,21","49,15%"
DZ7200,SAIA TUBINHO PRETA,UN,2,"132,85","269,70","136,85","50,74%"
DZ7206,SAIA,UN,2,"164,70","339,60","174,90","51,50%"
DZ7233,SAIA TUBINHO,UN,2,"155,00","307,01","152,01","49,51%"
DZ7248,SAIA TUBINHO,UN,1,"99,90","209,90","110,00","52,40%"
DZ8052,JARDINEIRA MOM FIT,UN,2,"289,80","599,70","309,90","51,67%"
DZ9074,COLETE OVERSIZE FASHION,UN,1,"114,90","229,80","114,90","50,00%"
DZ9075,JAQUETA JEANS,UN,2,"259,80","519,60","259,80","50,00%"
DZ9104,JAQUETA DENIM,UN,1,"119,00","239,85","120,85","50,38%"
E1911,BLUSA BA,UN,1,"43,00","112,50","69,50","61,77%"
E2598,CAMISETE ESTAMPADA,UN,2,"44,00","150,00","106,00","70,66%"
E2599,CAMISA,UN,1,"22,00","75,00","53,00","70,66%"
E612,BLUSA LISTRAS ARINHO COM TULE EM CIMA BASICA,UN,1,"30,00","89,00","59,00","66,29%"
EAP4443,SHORTS EMPORIO,UN,1,"0,00","134,86","134,86","100,00%"
EAP4473,MACACÃO CURTO,UN,1,"0,00","143,00","143,00","100,00%"
EAP4717,CALÇA EMPORIO,UN,1,"0,00","149,00","149,00","100,00%"
EAP4782,CALÇA EMPORIO,UN,2,"0,00","298,00","298,00","100,00%"
EAP4899,CALÇA EMPORIO,UN,1,"0,00","149,00","149,00","100,00%"
EAP4936,CALÇA EMPORIO,UN,1,"0,00","148,95","148,95","100,00%"
EAP5016,SHORT EMPORIO,UN,2,"74,92","209,75","134,83","64,28%"
EB1900,SHORT,UN,1,"40,00","122,10","82,10","67,23%"
EB1926,CIGANINHA PRETA,UN,1,"35,00","99,00","64,00","64,64%"
EB7516,BLUSA MANGA LONGA RENDA,UN,1,"45,00","135,00","90,00","66,66%"
EC0069,SHORT ROSA SOCIAL ESTAMP,UN,1,"35,00","64,35","29,35","45,60%"
EC064,CAMISETE ESTAMPADO,UN,1,"22,00","75,00","53,00","70,66%"
EC073,CAMISETE ESTAMPADO,UN,1,"22,00","75,00","53,00","70,66%"
ECI191608,T-SHIRT ONÇA COM BRILHO MANGA,UN,1,"35,00","105,00","70,00","66,66%"
EK1202,JAQUETA COURO,UN,2,"0,00","318,75","318,75","100,00%"
EL1,ESCOVA LIMPADOR,UN,2,"15,00","39,80","24,80","62,31%"
EL405,CALÇA JEANS COM MOLETOM,UN,2,"72,80","178,00","105,20","59,10%"
EM07713,SHORT SOCIAL PRETO C/ CINTO FLORAL,UN,1,"30,00","89,90","59,90","66,62%"
EM078018,CONJUNTO PRETO PESPONTO P,UN,1,"55,00","165,00","110,00","66,66%"
EM08109,CONJUNTO FLORAL OFF C/ FLOR VERMELHA,UN,1,"40,00","128,70","88,70","68,91%"
EM16046,BLUSA SOCIAL OFF COM FLOR MANGA FLARE,UN,1,"35,00","105,00","70,00","66,66%"
EM2512,REGATA LINHO ROSÊ ZIPER,UN,1,"20,00","59,90","39,90","66,61%"
EM7067,REGATA SOCIAL VERMELHA PEDRARIA PEROLA,UN,1,"25,00","75,00","50,00","66,66%"
EMX3722,CONJUNTO FLORAL DESMENBRADO,UN,2,"50,00","164,80","114,80","69,66%"
ENTREGA,ENTREGA,UN,3,"0,00","29,50","29,50","100,00%"
